"Section","Title","Venue","Link"
"Vulnerability Detection","CryptoFormalEval: Integrating LLMs and Formal Verification for Automated Cryptographic Protocol Vulnerability Detection","arXiv","https://arxiv.org/pdf/2411.13627"
"Vulnerability Detection","Beyond Static Tools: Evaluating Large Language Models for Cryptographic Misuse Detection","arXiv","https://arxiv.org/pdf/2411.09772"
"Vulnerability Detection","LProtector: An LLM-driven Vulnerability Detection System","arXiv","https://arxiv.org/pdf/2411.06493"
"Vulnerability Detection","Enhancing Reverse Engineering: Investigating and Benchmarking Large Language Models for Vulnerability Analysis in Decompiled Binaries","arXiv","https://arxiv.org/pdf/2411.04981"
"Vulnerability Detection","ProveRAG: Provenance-Driven Vulnerability Analysis with Automated Retrieval-Augmented LLMs","arXiv","https://arxiv.org/pdf/2410.17406"
"Vulnerability Detection","RealVul: Can We Detect Vulnerabilities in Web Applications with LLM?","arXiv","https://arxiv.org/pdf/2410.07573"
"Vulnerability Detection","Code Vulnerability Repair with Large Language Model using Context-Aware Prompt Tuning","arXiv","https://arxiv.org/pdf/2409.18395"
"Vulnerability Detection","Boosting Cybersecurity Vulnerability Scanning based on LLM-supported Static Application Security Testing","arXiv","https://arxiv.org/pdf/2409.15735"
"Vulnerability Detection","VulnLLMEval: A Framework for Evaluating Large Language Models in Software Vulnerability Detection and Patching","arXiv","https://arxiv.org/pdf/2409.10756"
"Vulnerability Detection","Code Vulnerability Detection: A Comparative Analysis of Emerging Large Language Models","arXiv","https://arxiv.org/pdf/2409.10490"
"Vulnerability Detection","Exploring LLMs for Malware Detection: Review, Framework Design, and Countermeasure Approaches","arXiv","https://arxiv.org/pdf/2409.07587"
"Vulnerability Detection","SAFE: Advancing Large Language Models in Leveraging Semantic and Syntactic Relationships for Software Vulnerability Detection","arXiv","https://arxiv.org/pdf/2409.00882"
"Vulnerability Detection","Outside the Comfort Zone: Analysing LLM Capabilities in Software Vulnerability Detection","European symposium on research in computer security","https://arxiv.org/pdf/2408.16400"
"Vulnerability Detection","ANVIL: Anomaly-based Vulnerability Identification without Labelled Training Data","arXiv","https://arxiv.org/pdf/2408.16028"
"Vulnerability Detection","LLM-Enhanced Static Analysis for Precise Identification of Vulnerable OSS Versions","arXiv","https://arxiv.org/pdf/2408.07321"
"Vulnerability Detection","Exploring RAG-based Vulnerability Augmentation with LLMs","arXiv","https://arxiv.org/pdf/2408.04125"
"Vulnerability Detection","Harnessing the Power of LLMs in Source Code Vulnerability Detection","arXiv","https://arxiv.org/pdf/2408.03489"
"Vulnerability Detection","Towards Effectively Detecting and Explaining Vulnerabilities Using Large Language Models","arXiv","https://arxiv.org/pdf/2406.09701"
"Vulnerability Detection","Comparison of Static Application Security Testing Tools and Large Language Models for Repo-level Vulnerability Detection","arXiv","https://arxiv.org/pdf/2407.16235"
"Vulnerability Detection","SCoPE: Evaluating LLMs for Software Vulnerability Detection","arXiv","https://arxiv.org/pdf/2407.14372"
"Vulnerability Detection","Static Detection of Filesystem Vulnerabilities in Android Systems","arXiv","https://arxiv.org/pdf/2407.11279"
"Vulnerability Detection","Detect Llama -- Finding Vulnerabilities in Smart Contracts using Large Language Models","Information Security and Privacy","https://arxiv.org/pdf/2407.08969"
"Vulnerability Detection","Assessing the Effectiveness of LLMs in Android Application Vulnerability Analysis","arXiv","https://arxiv.org/pdf/2406.18894"
"Vulnerability Detection","MALSIGHT: Exploring Malicious Source Code and Benign Pseudocode for Iterative Binary Malware Summarization","arXiv","https://arxiv.org/pdf/2406.18379"
"Vulnerability Detection","Vul-RAG: Enhancing LLM-based Vulnerability Detection via Knowledge-level RAG","arXiv","https://arxiv.org/pdf/2406.11147"
"Vulnerability Detection","Generalization-Enhanced Code Vulnerability Detection via Multi-Task Instruction Fine-Tuning","ACL Findings","https://arxiv.org/pdf/2406.03718"
"Vulnerability Detection","LLM-Assisted Static Analysis for Detecting Security Vulnerabilities","arXiv","https://arxiv.org/pdf/2405.17238"
"Vulnerability Detection","Harnessing Large Language Models for Software Vulnerability Detection: A Comprehensive Benchmarking Study","arXiv","https://arxiv.org/pdf/2405.15614"
"Vulnerability Detection","DLAP: A Deep Learning Augmented Large Language Model Prompting Framework for Software Vulnerability Detection","Journal of Systems and Software","https://arxiv.org/pdf/2405.01202"
"Vulnerability Detection","Large Language Model for Vulnerability Detection and Repair: Literature Review and Roadmap","arXiv","https://arxiv.org/pdf/2404.02525"
"Vulnerability Detection","How Far Have We Gone in Vulnerability Detection Using Large Language Models","arXiv","https://arxiv.org/abs/2311.12420"
"Vulnerability Detection","The FormAI Dataset: Generative AI in Software Security through the Lens of Formal Verification","International Conference on Predictive Models and Data Analytics in Software Engineering","https://arxiv.org/abs/2307.02192"
"Vulnerability Detection","DiverseVul: A New Vulnerable Source Code Dataset for Deep Learning Based Vulnerability Detection","International Symposium on Research in Attacks, Intrusions and Defenses","https://arxiv.org/abs/2304.00409"
"Vulnerability Detection","How ChatGPT is Solving Vulnerability Management Problem","arXiv","https://arxiv.org/abs/2311.06530"
"Vulnerability Detection","Multi-role Consensus through LLMs Discussions for Vulnerability Detection","arXiv","https://arxiv.org/abs/2403.14274"
"Vulnerability Detection","LLM4Vuln: A Unified Evaluation Framework for Decoupling and Enhancing LLMs' Vulnerability Reasoning","arXiv","https://arxiv.org/abs/2401.16185"
"Vulnerability Detection","LLbezpeky: Leveraging Large Language Models for Vulnerability Detection","arXiv","https://arxiv.org/abs/2401.01269"
"Vulnerability Detection","Software Vulnerability Detection with GPT and In-Context Learning","DSC","https://ieeexplore.ieee.org/abstract/document/10381286"
"Vulnerability Detection","GPTScan: Detecting Logic Vulnerabilities in Smart Contracts by Combining GPT with Program Analysis","ICSE","https://arxiv.org/abs/2308.03314"
"Vulnerability Detection","Understanding the Effectiveness of Large Language Models in Detecting Security Vulnerabilities","arXiv","https://arxiv.org/abs/2311.16169"
"Vulnerability Detection","The Hitchhiker's Guide to Program Analysis: A Journey with Large Language Models","arXiv","https://arxiv.org/abs/2308.00245"
"Vulnerability Detection","Large Language Model-Powered Smart Contract Vulnerability Detection: New Perspectives","TPS-ISA","https://arxiv.org/abs/2310.01152"
"Vulnerability Detection","Large Language Models for Test-Free Fault Localization","ICSE","https://arxiv.org/abs/2310.01726"
"Vulnerability Detection","DefectHunter: A Novel LLM-Driven Boosted-Conformer-based Code Vulnerability Detection Mechanism","arXiv","https://arxiv.org/abs/2309.15324"
"Vulnerability Detection","Software Vulnerability Detection using Large Language Models","ISSRE Workshop","https://ieeexplore.ieee.org/document/10301302/"
"Vulnerability Detection","Using ChatGPT as a Static Application Security Testing Tool","arXiv","https://arxiv.org/abs/2308.14434"
"Vulnerability Detection","Prompt-Enhanced Software Vulnerability Detection Using ChatGPT","ICSE","https://arxiv.org/abs/2308.12697"
"Vulnerability Detection","VulLibGen: Identifying Vulnerable Third-Party Libraries via Generative Pre-Trained Model","arXiv","https://arxiv.org/abs/2308.04662"
"Vulnerability Detection","Evaluation of ChatGPT Model for Vulnerability Detection","arXiv","https://arxiv.org/abs/2304.07232"
"Vulnerability Detection","Software Vulnerability and Functionality Assessment using LLMs","arXiv","https://arxiv.org/abs/2403.08429"
"Vulnerability Detection","Finetuning Large Language Models for Vulnerability Detection","arXiv","https://arxiv.org/abs/2401.17010"
"Vulnerability Detection","Detecting software vulnerabilities using Language Models","CSR","https://arxiv.org/abs/2302.11773"
"Program or Vulnerability Repair","Vul-R2: A Reasoning LLM for Automated Vulnerability Repair","arxiv","https://arxiv.org/pdf/2510.05480"
"Program or Vulnerability Repair","BloomAPR: A Blooms Taxonomy-based Framework for Assessing the Capabilities of LLM-Powered APR Solutions","arxiv","https://arxiv.org/pdf/2509.25465"
"Program or Vulnerability Repair","SecureFixAgent: A Hybrid LLM Agent for Automated Python Static Vulnerability Repair","arxiv","https://arxiv.org/pdf/2509.16275"
"Program or Vulnerability Repair","VulnRepairEval: An Exploit-Based Evaluation Framework for Assessing Large Language Model Vulnerability Repair Capabilities","arxiv","https://arxiv.org/pdf/2509.03331"
"Program or Vulnerability Repair","Automated Repair of C Programs Using Large Language Models","arxiv","https://arxiv.org/pdf/2509.01947"
"Program or Vulnerability Repair","VulnRepairEval: An Exploit-Based Evaluation Framework for Assessing Large Language Model Vulnerability Repair Capabilities","arXiv","https://arxiv.org/pdf/2509.03331"
"Program or Vulnerability Repair","Automated Repair of C Programs Using Large Language Models","arXiv","https://arxiv.org/pdf/2509.01947"
"Program or Vulnerability Repair","On the Evaluation of Large Language Models in Multilingual Vulnerability Repair","arXiv","https://arxiv.org/pdf/2508.03470"
"Program or Vulnerability Repair","Repair-R1: Better Test Before Repair","arXiv","https://arxiv.org/pdf/2507.22853"
"Program or Vulnerability Repair","Repairing vulnerabilities without invisible hands. A differentiated replication study on LLMs","arXiv","https://arxiv.org/pdf/2507.20977"
"Program or Vulnerability Repair","The Impact of Fine-tuning Large Language Models on Automated Program Repair","arXiv","https://arxiv.org/pdf/2507.19909"
"Program or Vulnerability Repair","Bug Fixing with Broader Context: Enhancing LLM-Based Program Repair via Layered Knowledge Injection","arXiv","https://arxiv.org/pdf/2506.24015"
"Program or Vulnerability Repair","Repair Ingredients Are All You Need: Improving Large Language Model-Based Program Repair via Repair Ingredients Search","arXiv","https://arxiv.org/pdf/2506.23100"
"Program or Vulnerability Repair","A Survey of LLM-based Automated Program Repair: Taxonomies, Design Paradigms, and Applications","arXiv","https://arxiv.org/pdf/2506.23749"
"Program or Vulnerability Repair","Empirical Evaluation of Generalizable Automated Program Repair with Large Language Models","arXiv","https://arxiv.org/pdf/2506.03283"
"Program or Vulnerability Repair","Boosting Open-Source LLMs for Program Repair via Reasoning Transfer and LLM-Guided Reinforcement Learning","arXiv","https://arxiv.org/pdf/2506.03921"
"Program or Vulnerability Repair","Fixing 7,400 Bugs for 1$: Cheap Crash-Site Program Repair","arXiv","https://arxiv.org/pdf/2505.13103"
"Program or Vulnerability Repair","Adversarial Reasoning for Repair Based on Inferred Program Intent","arXiv","https://arxiv.org/pdf/2505.13008"
"Program or Vulnerability Repair","Synthetic Code Surgery: Repairing Bugs and Vulnerabilities with LLMs and Synthetic Data","arXiv","https://arxiv.org/pdf/2505.07372"
"Program or Vulnerability Repair","Automated Repair of Ambiguous Natural Language Requirements","arXiv","https://arxiv.org/pdf/2505.07270"
"Program or Vulnerability Repair","Towards Effectively Leveraging Execution Traces for Program Repair with Code LLMs","arXiv","https://arxiv.org/pdf/2505.04441"
"Program or Vulnerability Repair","The Art of Repair: Optimizing Iterative Program Repair with Instruction-Tuned Models","arXiv","https://arxiv.org/pdf/2505.02931"
"Program or Vulnerability Repair","Adapting Knowledge Prompt Tuning for Enhanced Automated Program Repair","arXiv","https://arxiv.org/pdf/2504.01523"
"Program or Vulnerability Repair","LLM4CVE: Enabling Iterative Automated Vulnerability Repair with Large Language Models","arXiv","https://arxiv.org/pdf/2501.03446"
"Program or Vulnerability Repair","From Defects to Demands: A Unified, Iterative, and Heuristically Guided LLM-Based Framework for Automated Software Repair and Requirement Realization","arXiv","https://arxiv.org/pdf/2412.05098"
"Program or Vulnerability Repair","Integrating Various Software Artifacts for Better LLM-based Bug Localization and Program Repair","arXiv","https://arxiv.org/pdf/2412.03905"
"Program or Vulnerability Repair","Fixing Security Vulnerabilities with AI in OSS-Fuzz","arXiv","https://arxiv.org/pdf/2411.03346"
"Program or Vulnerability Repair","A Comprehensive Survey of AI-Driven Advancements and Techniques in Automated Program Repair and Code Generation","arXiv","https://arxiv.org/pdf/2411.07586"
"Program or Vulnerability Repair","The Best Defense is a Good Offense: Countering LLM-Powered Cyberattacks","arXiv","https://arxiv.org/pdf/2410.15396"
"Program or Vulnerability Repair","APOLLO: A GPT-based tool to detect phishing emails and generate explanations that warn users","arXiv","https://arxiv.org/pdf/2410.07997"
"Program or Vulnerability Repair","Fixing Code Generation Errors for Large Language Models","arXiv","https://arxiv.org/pdf/2409.00676"
"Program or Vulnerability Repair","MergeRepair: An Exploratory Study on Merging Task-Specific Adapters in Code LLMs for Automated Program Repair","arXiv","https://arxiv.org/pdf/2408.09568"
"Program or Vulnerability Repair","Automated Software Vulnerability Patching using Large Language Models","arXiv","https://arxiv.org/pdf/2408.13597"
"Program or Vulnerability Repair","Enhancing LLM-Based Automated Program Repair with Design Rationales","ASE","https://arxiv.org/pdf/2408.12056"
"Program or Vulnerability Repair","RePair: Automated Program Repair with Process-based Feedback","ACL Findings","https://arxiv.org/pdf/2408.11296"
"Program or Vulnerability Repair","Revisiting Evolutionary Program Repair via Code Language Model","arXiv","https://arxiv.org/pdf/2408.10486"
"Program or Vulnerability Repair","ThinkRepair: Self-Directed Automated Program Repair","ACM SIGSOFT International Symposium on Software Testing and Analysis","https://arxiv.org/pdf/2407.20898"
"Program or Vulnerability Repair","Automated C/C++ Program Repair for High-Level Synthesis via Large Language Models","ACM/IEEE International Symposium on Machine Learning for CAD","https://arxiv.org/pdf/2407.03889"
"Program or Vulnerability Repair","Hybrid Automated Program Repair by Combining Large Language Models and Program Analysis","arXiv","https://arxiv.org/pdf/2406.00992"
"Program or Vulnerability Repair","A Case Study of LLM for Automated Vulnerability Repair: Assessing Impact of Reasoning and Patch Validation Feedback","Proceedings of the 1st ACM International Conference on AI-Powered Software","https://arxiv.org/pdf/2405.15690"
"Program or Vulnerability Repair","Automated Repair of AI Code with Large Language Models and Formal Verification","arXiv","https://arxiv.org/pdf/2405.08848"
"Program or Vulnerability Repair","A Systematic Literature Review on Large Language Models for Automated Program Repair","arXiv","https://arxiv.org/pdf/2405.01466"
"Program or Vulnerability Repair","Revisiting Unnaturalness for Automated Program Repair in the Era of Large Language Models","arXiv","https://arxiv.org/pdf/2404.15236"
"Program or Vulnerability Repair","How Far Can We Go with Practical Function-Level Program Repair?","arXiv","https://arxiv.org/pdf/2404.12833"
"Program or Vulnerability Repair","Multi-Objective Fine-Tuning for Enhanced Program Repair with LLMs","arXiv","https://arxiv.org/pdf/2404.12636"
"Program or Vulnerability Repair","Aligning LLMs for FL-free Program Repair","arXiv","https://arxiv.org/pdf/2404.08877"
"Program or Vulnerability Repair","When Large Language Models Confront Repository-Level Automatic Program Repair: How Well They Done?","ICSE","https://arxiv.org/abs/2403.00448"
"Program or Vulnerability Repair","ContrastRepair: Enhancing Conversation-Based Automated Program Repair via Contrastive Test Case Pairs","arXiv","https://arxiv.org/abs/2403.01971"
"Program or Vulnerability Repair","LLM-Powered Code Vulnerability Repair with Reinforcement Learning and Semantic Reward","arXiv","https://arxiv.org/abs/2401.03374"
"Program or Vulnerability Repair","Copiloting the Copilots: Fusing Large Language Models with Completion Engines for Automated Program Repair","ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering","https://arxiv.org/abs/2309.00608"
"Program or Vulnerability Repair","Better Patching Using LLM Prompting, via Self-Consistency","ASE","https://arxiv.org/abs/2306.00108"
"Program or Vulnerability Repair","Teaching Large Language Models to Self-Debug","ICLR","https://arxiv.org/abs/2304.05128"
"Program or Vulnerability Repair","Enhanced Automated Code Vulnerability Repair using Large Language Models","Eng. Appl. Artif. Intell.","https://arxiv.org/abs/2401.03741"
"Program or Vulnerability Repair","A Study of Vulnerability Repair in JavaScript Programs with Large Language Models","WWW","https://arxiv.org/abs/2403.13193"
"Program or Vulnerability Repair","Fixing Hardware Security Bugs with Large Language Models","arXiv","https://arxiv.org/abs/2302.01215"
"Program or Vulnerability Repair","DIVAS: An LLM-based End-to-End Framework for SoC Security Analysis and Policy-based Protection","arXiv","https://arxiv.org/abs/2308.06932"
"Program or Vulnerability Repair","ZeroLeak: Using LLMs for Scalable and Cost Effective Side-Channel Patching","arXiv","https://arxiv.org/abs/2308.13062"
"Program or Vulnerability Repair","InferFix: End-to-End Program Repair with LLMs","ESEC/FSE","https://arxiv.org/abs/2303.07263"
"Program or Vulnerability Repair","Can LLMs Patch Security Issues?","arXiv","https://arxiv.org/abs/2312.00024"
"Program or Vulnerability Repair","How Effective Are Neural Networks for Fixing Security Vulnerabilities","ISSTA","https://arxiv.org/abs/2305.18607"
"Program or Vulnerability Repair","Examining Zero-Shot Vulnerability Repair with Large Language Models","SP","https://arxiv.org/abs/2112.02125"
"Program or Vulnerability Repair","Security Code Review by LLMs: A Deep Dive into Responses","arXiv","https://arxiv.org/abs/2401.16310"
"Program or Vulnerability Repair","Practical Program Repair in the Era of Large Pre-trained Language Models","arXiv","https://arxiv.org/abs/2210.14179"
"Program or Vulnerability Repair","AI-powered patching: the future of automated vulnerability fixes","google","https://research.google/pubs/ai-powered-patching-the-future-of-automated-vulnerability-fixes/"
"Program or Vulnerability Repair","An Analysis of the Automatic Bug Fixing Performance of ChatGPT","APR@ICSE","https://arxiv.org/abs/2301.08653"
"Program or Vulnerability Repair","Automatic Program Repair with OpenAI's Codex: Evaluating QuixBugs","arXiv","https://arxiv.org/abs/2111.03922"
"Insecure code Generation","Benchmarking Prompt Engineering Techniques for Secure Code Generation with GPT Models","arXiv","https://arxiv.org/pdf/2502.06039"
"Insecure code Generation","ContractTinker: LLM-Empowered Vulnerability Repair for Real-World Smart Contracts","arXiv","https://arxiv.org/pdf/2409.09661"
"Insecure code Generation","An Exploratory Study on Fine-Tuning Large Language Models for Secure Code Generation","arXiv","https://arxiv.org/pdf/2408.09078"
"Insecure code Generation","Is Your AI-Generated Code Really Safe? Evaluating Large Language Models on Secure Code Generation with CodeSecEval","arXiv","https://arxiv.org/pdf/2407.02395"
"Insecure code Generation","DistiLRR: Transferring Code Repair for Low-Resource Programming Languages","arXiv","https://arxiv.org/pdf/2406.14867"
"Insecure code Generation","Code Repair with LLMs gives an Exploration-Exploitation Tradeoff","arXiv","https://arxiv.org/pdf/2405.17503"
"Insecure code Generation","LLM Security Guard for Code","International Conference on Evaluation and Assessment in Software Engineering","https://arxiv.org/pdf/2405.01103"
"Insecure code Generation","Do Neutral Prompts Produce Insecure Code? FormAI-v2 Dataset: Labelling Vulnerabilities in Code Generated by Large Language Models","arXiv","https://arxiv.org/pdf/2404.18353"
"Insecure code Generation","Evolutionary Large Language Models for Hardware Security: A Comparative Survey","arXiv","https://arxiv.org/abs/2404.16651"
"Insecure code Generation","FLAG: Finding Line Anomalies (in code) with Generative AI","arXiv","https://arxiv.org/abs/2306.12643"
"Insecure code Generation","Make LLM a Testing Expert: Bringing Human-like Interaction to Mobile GUI Testing via Functionality-aware Decisions","ICSE","https://arxiv.org/abs/2310.15780"
"Insecure code Generation","DebugBench: Evaluating Debugging Capability of Large Language Models","ACL Findings","https://arxiv.org/abs/2401.04621"
"Insecure code Generation","Shifting the Lens: Detecting Malware in npm Ecosystem with Large Language Models","arXiv","https://arxiv.org/abs/2403.12196"
"Insecure code Generation","Using ChatGPT to Analyze Ransomware Messages and to Predict Ransomware Threats","Research Square","https://assets.researchsquare.com/files/rs-3645967/v1_covered_a2d4c021-581c-44a3-ba60-058002d65bf9.pdf"
"Insecure code Generation","Prompt Engineering-assisted Malware Dynamic Analysis Using GPT-4","arXiv","https://arxiv.org/abs/2312.08317"
"Insecure code Generation","Evaluating and Explaining Large Language Models for Code Using Syntactic Structures","arXiv","https://arxiv.org/abs/2308.03873"
"Insecure code Generation","Understanding Programs by Exploiting (Fuzzing) Test Cases","ACL Findings","https://arxiv.org/abs/2305.13592"
"Insecure code Generation","Large Language Models for Code Analysis: Do LLMs Really Do Their Job?","USENIX","https://arxiv.org/abs/2310.12357"
"Insecure code Generation","LLM4Decompile: Decompiling Binary Code with Large Language Models","EMNLP","https://arxiv.org/abs/2403.05286"
"Insecure code Generation","Pop Quiz! Can a Large Language Model Help With Reverse Engineering?","arXiv","https://arxiv.org/abs/2202.01142"
"Insecure code Generation","Large Language Models for Code: Security Hardening and Adversarial Testing","ACM SIGSAC Conference on Computer and Communications Security","https://arxiv.org/abs/2302.05319"
"Insecure code Generation","How Secure is Code Generated by ChatGPT?","SMC","https://arxiv.org/abs/2304.09655"
"Insecure code Generation","A Comparative Study of Code Generation using ChatGPT 3.5 across 10 Programming Languages","arXiv","https://arxiv.org/abs/2308.04477"
"Insecure code Generation","Can Large Language Models Identify And Reason About Security Vulnerabilities? Not Yet","arXiv","https://arxiv.org/abs/2312.12575"
"Insecure code Generation","Is your code generated by chatgpt really correct? rigorous evaluation of large language models for code generation","NeurIPS","https://arxiv.org/abs/2305.01210"
"Insecure code Generation","Generate and Pray: Using SALLMS to Evaluate the Security of LLM Generated Code","arXiv","https://arxiv.org/abs/2311.00889"
"Insecure code Generation","No Need to Lift a Finger Anymore? Assessing the Quality of Code Generation by ChatGPT","IEEE Trans. Software Eng.","https://arxiv.org/abs/2308.04838"
"Insecure code Generation","The Effectiveness of Large Language Models (ChatGPT and CodeBERT) for Security-Oriented Code Analysis","arXiv","https://arxiv.org/abs/2307.12488"
"Insecure code Generation","Asleep at the Keyboard? Assessing the Security of GitHub Copilot???s Code Contributions","S&P","https://arxiv.org/abs/2108.09293"
"Insecure code Generation","Bugs in Large Language Models Generated Code","arXiv","https://arxiv.org/abs/2403.08937"
"Insecure code Generation","Lost at C: A User Study on the Security Implications of Large Language Model Code Assistants","USENIX","https://arxiv.org/abs/2208.09727"
"LLM Assisted Defense","Towards a Cognitive-Support Tool for Threat Hunters","arxiv","https://arxiv.org/pdf/2602.00432"
"LLM Assisted Defense","AEGIS: White-Box Attack Path Generation using LLMs and Training Effectiveness Evaluation for Large-Scale Cyber Defence Exercises","arxiv","https://arxiv.org/pdf/2601.22720"
"LLM Assisted Defense","User-Centric Phishing Detection: A RAG and LLM-Based Approach","arxiv","https://arxiv.org/pdf/2601.21261"
"LLM Assisted Defense","Proactively Detecting Threats: A Novel Approach Using LLMs","arxiv","https://arxiv.org/pdf/2601.09029"
"LLM Assisted Defense","A Decompilation-Driven Framework for Malware Detection with Large Language Models","arxiv","https://arxiv.org/pdf/2601.09035"
"LLM Assisted Defense","SecureCAI: Injection-Resilient LLM Assistants for Cybersecurity Operations","arxiv","https://arxiv.org/pdf/2601.07835"
"LLM Assisted Defense","LLM-PEA: Leveraging Large Language Models Against Phishing Email Attacks","arxiv","https://arxiv.org/pdf/2512.10104"
"LLM Assisted Defense","Improving Phishing Resilience with AI-Generated Training: Evidence on Prompting, Personalization, and Duration","arxiv","https://arxiv.org/pdf/2512.01893"
"LLM Assisted Defense","Can MLLMs Detect Phishing? A Comprehensive Security Benchmark Suite Focusing on Dynamic Threats and Multimodal Evaluation in Academic Environments","arxiv","https://arxiv.org/pdf/2511.15165"
"LLM Assisted Defense","Large Language Model-Based Reward Design for Deep Reinforcement Learning-Driven Autonomous Cyber Defense","arxiv","https://arxiv.org/pdf/2511.16483"
"LLM Assisted Defense","How Can We Effectively Use LLMs for Phishing Detection?: Evaluating the Effectiveness of Large Language Model-based Phishing Detection Models","arxiv","https://arxiv.org/pdf/2511.09606"
"LLM Assisted Defense","MalCVE: Malware Detection and CVE Association Using Large Language Models","arxiv","https://arxiv.org/pdf/2510.15567"
"LLM Assisted Defense","RHINO: Guided Reasoning for Mapping Network Logs to Adversarial Tactics and Techniques with Large Language Models","arxiv","https://arxiv.org/pdf/2510.14233"
"LLM Assisted Defense","A Systematic Study on Generating Web Vulnerability Proof-of-Concepts Using Large Language Models","arxiv","https://arxiv.org/pdf/2510.10148"
"LLM Assisted Defense","VelLMes: A high-interaction AI-based deception framework","arxiv","https://arxiv.org/pdf/2510.06975"
"LLM Assisted Defense","""","arxiv","https://arxiv.org/pdf/2510.06343"
"LLM Assisted Defense","Memory-Augmented Log Analysis with Phi-4-mini: Enhancing Threat Detection in Structured Security Logs","arxiv","https://arxiv.org/pdf/2510.00529"
"LLM Assisted Defense","Benchmarking LLM-Assisted Blue Teaming via Standardized Threat Hunting","arxiv","https://arxiv.org/pdf/2509.23571"
"LLM Assisted Defense","Evaluating LLM Generated Detection Rules in Cybersecurity","arxiv","https://arxiv.org/pdf/2509.16749"
"LLM Assisted Defense","ATLANTIS: AI-driven Threat Localization, Analysis, and Triage Intelligence System","arxiv","https://arxiv.org/pdf/2509.14589"
"LLM Assisted Defense","BEACON: Behavioral Malware Classification with Large Language Model Embeddings and Deep Learning","arxiv","https://arxiv.org/pdf/2509.14519"
"LLM Assisted Defense","RationAnomaly: Log Anomaly Detection with Rationality via Chain-of-Thought and Reinforcement Learning","arxiv","https://arxiv.org/pdf/2509.14693"
"LLM Assisted Defense","Beyond Classification: Evaluating LLMs for Fine-Grained Automatic Malware Behavior Auditin","arxiv","https://arxiv.org/pdf/2509.14335"
"LLM Assisted Defense","TraceRAG: A LLM-Based Framework for Explainable Android Malware Detection and Behavior Analysis","arxiv","https://arxiv.org/pdf/2509.08865"
"LLM Assisted Defense","AgentSentinel: An End-to-End and Real-Time Security Defense Framework for Computer-Use Agents","arxiv","https://arxiv.org/pdf/2509.07764"
"LLM Assisted Defense","LLM-driven Provenance Forensics for Threat Investigation and Detection","arxiv","https://arxiv.org/pdf/2508.21323"
